date,country,new_cases,population,continent,pfv_per_hundred,who_region,week,new_cases_per_100k
2/27/2022,El Salvador,11310.66667,6280316,North America,67.694984,AMR,2/21/2022,180.097095
2/28/2022,El Salvador,9944.333333,6280316,North America,67.80678,AMR,2/28/2022,158.3412894
3/14/2022,El Salvador,7578,6280316,North America,68.02666,AMR,3/14/2022,120.6627182
3/17/2022,El Salvador,6578,6280316,North America,68.07822,AMR,3/14/2022,104.7399526
3/18/2022,El Salvador,5578,6280316,North America,68.089485,AMR,3/14/2022,88.81718691
3/23/2022,El Salvador,191.6,6280316,North America,68.141304,AMR,3/21/2022,3.050801902
3/24/2022,El Salvador,273.2,6280316,North America,68.17967,AMR,3/21/2022,4.350099581
4/1/2022,El Salvador,354.8,6280316,North America,68.26669,AMR,3/28/2022,5.64939726
4/4/2022,El Salvador,,6280316,North America,68.28742,AMR,4/4/2022,
4/18/2022,El Salvador,548.4,6280316,North America,68.36782,AMR,4/18/2022,8.732044693
4/26/2022,El Salvador,577.8,6280316,North America,68.44077,AMR,4/25/2022,9.200174004
5/20/2022,El Salvador,607.2,6280316,North America,68.57978,AMR,5/16/2022,9.668303315
5/26/2022,El Salvador,,6280316,North America,68.61072,AMR,5/23/2022,
5/30/2022,El Salvador,770.6666667,6280316,North America,68.62728,AMR,5/30/2022,12.27114474
6/3/2022,El Salvador,875.3333333,6280316,North America,68.64628,AMR,5/30/2022,13.93772755
6/7/2022,El Salvador,689.5,6280316,North America,68.65949,AMR,6/6/2022,10.97874693
6/16/2022,El Salvador,2103.333333,6280316,North America,68.69868,AMR,6/13/2022,33.49088379
6/21/2022,El Salvador,3807.666667,6280316,North America,68.71874,AMR,6/20/2022,60.62858409
6/29/2022,El Salvador,7449.333333,6280316,North America,68.78283,AMR,6/27/2022,118.6139891
7/8/2022,El Salvador,9386.666667,6280316,North America,68.82679,AMR,7/4/2022,149.4616938
7/26/2022,El Salvador,10586,6280316,North America,68.95581,AMR,7/25/2022,168.5583974
10/2/2022,El Salvador,5484,6280316,North America,69.17305,AMR,9/26/2022,87.32044693
12/29/2023,El Salvador,2.5,6280316,North America,70.025406,AMR,12/25/2023,0.039806914
3/16/2021,Equatorial Guinea,41,1803549,Africa,0.044356987,AFR,3/15/2021,2.273295597
3/29/2021,Equatorial Guinea,53,1803549,Africa,0.13345909,AFR,3/29/2021,2.938650405
4/1/2021,Equatorial Guinea,94,1803549,Africa,0.16578424,AFR,3/29/2021,5.211946002
4/16/2021,Equatorial Guinea,143,1803549,Africa,0.29414228,AFR,4/12/2021,7.928811471
4/20/2021,Equatorial Guinea,246,1803549,Africa,0.41124472,AFR,4/19/2021,13.63977358
4/22/2021,Equatorial Guinea,54,1803549,Africa,0.46513847,AFR,4/19/2021,2.994096639
4/28/2021,Equatorial Guinea,135,1803549,Africa,0.60281146,AFR,4/26/2021,7.485241599
5/18/2021,Equatorial Guinea,438.5,1803549,Africa,2.502233,AFR,5/17/2021,24.31317364
5/22/2021,Equatorial Guinea,391,1803549,Africa,3.1517303,AFR,5/17/2021,21.67947752
5/25/2021,Equatorial Guinea,44.33333333,1803549,Africa,3.556876,AFR,5/24/2021,2.458116377
5/28/2021,Equatorial Guinea,48.66666667,1803549,Africa,3.9698396,AFR,5/24/2021,2.698383391
5/31/2021,Equatorial Guinea,48,1803549,Africa,4.23709,AFR,5/31/2021,2.661419235
6/3/2021,Equatorial Guinea,48.5,1803549,Africa,4.8576446,AFR,5/31/2021,2.689142352
6/10/2021,Equatorial Guinea,12,1803549,Africa,5.4697156,AFR,6/7/2021,0.665354809
6/12/2021,Equatorial Guinea,11,1803549,Africa,5.5227222,AFR,6/7/2021,0.609908575
6/15/2021,Equatorial Guinea,15,1803549,Africa,5.902307,AFR,6/14/2021,0.831693511
6/17/2021,Equatorial Guinea,18,1803549,Africa,6.0196314,AFR,6/14/2021,0.998032213
6/23/2021,Equatorial Guinea,7,1803549,Africa,6.1154423,AFR,6/21/2021,0.388123638
6/25/2021,Equatorial Guinea,7.5,1803549,Africa,6.17355,AFR,6/21/2021,0.415846755
6/28/2021,Equatorial Guinea,11,1803549,Africa,6.348039,AFR,6/28/2021,0.609908575
6/30/2021,Equatorial Guinea,9.5,1803549,Africa,6.348649,AFR,6/28/2021,0.526739224
7/5/2021,Equatorial Guinea,16.5,1803549,Africa,6.4188995,AFR,7/5/2021,0.914862862
7/7/2021,Equatorial Guinea,15.5,1803549,Africa,6.4604287,AFR,7/5/2021,0.859416628
7/10/2021,Equatorial Guinea,20,1803549,Africa,6.491756,AFR,7/5/2021,1.108924681
7/13/2021,Equatorial Guinea,19,1803549,Africa,6.494085,AFR,7/12/2021,1.053478447
7/17/2021,Equatorial Guinea,18.33333333,1803549,Africa,6.541491,AFR,7/12/2021,1.016514291
7/21/2021,Equatorial Guinea,16.66666667,1803549,Africa,6.6369696,AFR,7/19/2021,0.924103901
7/24/2021,Equatorial Guinea,16,1803549,Africa,6.792164,AFR,7/19/2021,0.887139745
7/29/2021,Equatorial Guinea,24,1803549,Africa,7.044721,AFR,7/26/2021,1.330709618
8/2/2021,Equatorial Guinea,24,1803549,Africa,7.121403,AFR,8/2/2021,1.330709618
8/4/2021,Equatorial Guinea,19,1803549,Africa,7.2350683,AFR,8/2/2021,1.053478447
8/7/2021,Equatorial Guinea,21,1803549,Africa,7.326499,AFR,8/2/2021,1.164370915
8/12/2021,Equatorial Guinea,22,1803549,Africa,7.5457335,AFR,8/9/2021,1.219817149
8/16/2021,Equatorial Guinea,29.5,1803549,Africa,7.6300673,AFR,8/16/2021,1.635663905
8/18/2021,Equatorial Guinea,38.5,1803549,Africa,7.746116,AFR,8/16/2021,2.134680011
8/21/2021,Equatorial Guinea,43,1803549,Africa,7.8359942,AFR,8/16/2021,2.384188065
8/24/2021,Equatorial Guinea,62,1803549,Africa,7.972448,AFR,8/23/2021,3.437666512
8/27/2021,Equatorial Guinea,115,1803549,Africa,8.20948,AFR,8/23/2021,6.376316917
9/2/2021,Equatorial Guinea,217,1803549,Africa,8.334788,AFR,8/30/2021,12.03183279
9/4/2021,Equatorial Guinea,231,1803549,Africa,8.662032,AFR,8/30/2021,12.80808007
9/8/2021,Equatorial Guinea,262,1803549,Africa,8.767491,AFR,9/6/2021,14.52691332
9/10/2021,Equatorial Guinea,279.5,1803549,Africa,8.822217,AFR,9/6/2021,15.49722242
9/13/2021,Equatorial Guinea,254,1803549,Africa,8.860585,AFR,9/13/2021,14.08334345
9/20/2021,Equatorial Guinea,376,1803549,Africa,9.015669,AFR,9/20/2021,20.84778401
9/30/2021,Equatorial Guinea,148,1803549,Africa,9.294729,AFR,9/27/2021,8.206042641
10/6/2021,Equatorial Guinea,147.5,1803549,Africa,9.520007,AFR,10/4/2021,8.178319524
10/9/2021,Equatorial Guinea,127,1803549,Africa,9.745064,AFR,10/4/2021,7.041671726
10/12/2021,Equatorial Guinea,91.5,1803549,Africa,9.89499,AFR,10/11/2021,5.073330417
10/16/2021,Equatorial Guinea,117,1803549,Africa,10.070976,AFR,10/11/2021,6.487209385
10/19/2021,Equatorial Guinea,128.5,1803549,Africa,10.201054,AFR,10/18/2021,7.124841077
10/21/2021,Equatorial Guinea,73,1803549,Africa,10.270195,AFR,10/18/2021,4.047575087
10/27/2021,Equatorial Guinea,69,1803549,Africa,10.408921,AFR,10/25/2021,3.82579015
10/29/2021,Equatorial Guinea,66,1803549,Africa,10.510998,AFR,10/25/2021,3.659451448
10/30/2021,Equatorial Guinea,64,1803549,Africa,10.537612,AFR,10/25/2021,3.54855898
11/3/2021,Equatorial Guinea,19.5,1803549,Africa,10.588123,AFR,11/1/2021,1.081201564
11/6/2021,Equatorial Guinea,41,1803549,Africa,10.678612,AFR,11/1/2021,2.273295597
11/10/2021,Equatorial Guinea,54.66666667,1803549,Africa,10.749861,AFR,11/8/2021,3.031060796
11/15/2021,Equatorial Guinea,57.33333333,1803549,Africa,10.794384,AFR,11/15/2021,3.178917419
11/17/2021,Equatorial Guinea,33,1803549,Africa,10.827208,AFR,11/15/2021,1.829725724
11/19/2021,Equatorial Guinea,9.5,1803549,Africa,10.892302,AFR,11/15/2021,0.526739224
11/22/2021,Equatorial Guinea,11,1803549,Africa,10.901617,AFR,11/22/2021,0.609908575
11/25/2021,Equatorial Guinea,20.5,1803549,Africa,10.963827,AFR,11/22/2021,1.136647798
11/29/2021,Equatorial Guinea,22.5,1803549,Africa,10.987724,AFR,11/29/2021,1.247540266
12/1/2021,Equatorial Guinea,10,1803549,Africa,11.016667,AFR,11/29/2021,0.554462341
12/14/2021,Equatorial Guinea,9,1803549,Africa,11.062078,AFR,12/13/2021,0.499016107
12/16/2021,Equatorial Guinea,3,1803549,Africa,11.27538,AFR,12/13/2021,0.166338702
12/22/2021,Equatorial Guinea,3,1803549,Africa,11.277209,AFR,12/20/2021,0.166338702
1/8/2022,Equatorial Guinea,497.5,1803549,Africa,11.292291,AFR,1/3/2022,27.58450145
1/18/2022,Equatorial Guinea,119.5,1803549,Africa,11.321068,AFR,1/17/2022,6.625824971
2/26/2022,Equatorial Guinea,5,1803549,Africa,11.4232,AFR,2/21/2022,0.27723117
5/29/2022,Equatorial Guinea,7,1803549,Africa,11.464174,AFR,5/23/2022,0.388123638
6/5/2022,Equatorial Guinea,5,1803549,Africa,11.464174,AFR,5/30/2022,0.27723117
6/19/2022,Equatorial Guinea,5,1803549,Africa,11.538583,AFR,6/13/2022,0.27723117
6/26/2022,Equatorial Guinea,36,1803549,Africa,11.538583,AFR,6/20/2022,1.996064426
7/24/2022,Equatorial Guinea,43.5,1803549,Africa,11.867269,AFR,7/18/2022,2.411911182
12/27/2020,Estonia,3730,1350093,Europe,0.000444414,EUR,12/21/2020,276.2772639
12/28/2020,Estonia,3726.5,1350093,Europe,0.001111035,EUR,12/28/2020,276.0180225
12/29/2020,Estonia,3723,1350093,Europe,0.002148,EUR,12/28/2020,275.7587811
12/30/2020,Estonia,3719.5,1350093,Europe,0.003851587,EUR,12/28/2020,275.4995397
12/31/2020,Estonia,,1350093,Europe,0.005629242,EUR,12/28/2020,
1/2/2021,Estonia,,1350093,Europe,0.005703311,EUR,12/28/2020,
1/3/2021,Estonia,3709,1350093,Europe,0.005703311,EUR,12/28/2020,274.7218155
1/4/2021,Estonia,3790,1350093,Europe,0.00933269,EUR,1/4/2021,280.7214022
1/5/2021,Estonia,3871,1350093,Europe,0.013999036,EUR,1/4/2021,286.7209889
1/6/2021,Estonia,3952,1350093,Europe,0.01651738,EUR,1/4/2021,292.7205755
1/7/2021,Estonia,,1350093,Europe,0.019035725,EUR,1/4/2021,
1/8/2021,Estonia,,1350093,Europe,0.023479864,EUR,1/4/2021,
1/9/2021,Estonia,,1350093,Europe,0.02451683,EUR,1/4/2021,
1/10/2021,Estonia,4276,1350093,Europe,0.024664968,EUR,1/4/2021,316.7189223
1/11/2021,Estonia,4171.285714,1350093,Europe,0.027775865,EUR,1/11/2021,308.9628429
1/12/2021,Estonia,4066.571429,1350093,Europe,0.032294072,EUR,1/11/2021,301.2067635
1/13/2021,Estonia,3961.857143,1350093,Europe,0.041256417,EUR,1/11/2021,293.450684
1/14/2021,Estonia,,1350093,Europe,0.050737247,EUR,1/11/2021,
1/15/2021,Estonia,,1350093,Europe,0.054366626,EUR,1/11/2021,
1/16/2021,Estonia,,1350093,Europe,0.055181384,EUR,1/11/2021,
1/17/2021,Estonia,3543,1350093,Europe,0.05977366,EUR,1/11/2021,262.4263662
1/18/2021,Estonia,3555.571429,1350093,Europe,0.08888277,EUR,1/18/2021,263.357519
1/19/2021,Estonia,3568.142857,1350093,Europe,0.12236194,EUR,1/18/2021,264.2886717
1/20/2021,Estonia,3580.714286,1350093,Europe,0.17287698,EUR,1/18/2021,265.2198246
1/21/2021,Estonia,,1350093,Europe,0.22768801,EUR,1/18/2021,
1/22/2021,Estonia,,1350093,Europe,0.25198263,EUR,1/18/2021,
1/23/2021,Estonia,,1350093,Europe,0.2532418,EUR,1/18/2021,
1/24/2021,Estonia,3631,1350093,Europe,0.2535381,EUR,1/18/2021,268.9444357
1/25/2021,Estonia,3627.142857,1350093,Europe,0.3027199,EUR,1/25/2021,268.6587411
1/26/2021,Estonia,3623.285714,1350093,Europe,0.42330417,EUR,1/25/2021,268.3730464
1/27/2021,Estonia,3619.428571,1350093,Europe,0.5344817,EUR,1/25/2021,268.0873518
1/28/2021,Estonia,,1350093,Europe,0.6388449,EUR,1/25/2021,
1/29/2021,Estonia,,1350093,Europe,0.7860199,EUR,1/25/2021,
1/30/2021,Estonia,,1350093,Europe,0.826906,EUR,1/25/2021,
1/31/2021,Estonia,3604,1350093,Europe,0.8478675,EUR,1/25/2021,266.9445734
2/1/2021,Estonia,3626.571429,1350093,Europe,0.9129741,EUR,2/1/2021,268.616416
2/2/2021,Estonia,3649.142857,1350093,Europe,1.0261515,EUR,2/1/2021,270.2882584
2/3/2021,Estonia,3671.714286,1350093,Europe,1.1356995,EUR,2/1/2021,271.960101
2/4/2021,Estonia,,1350093,Europe,1.260876,EUR,2/1/2021,
2/5/2021,Estonia,,1350093,Europe,1.3726462,EUR,2/1/2021,
2/6/2021,Estonia,,1350093,Europe,1.3844231,EUR,2/1/2021,
2/7/2021,Estonia,3762,1350093,Europe,1.3881266,EUR,2/1/2021,278.647471
2/8/2021,Estonia,3876.142857,1350093,Europe,1.4331605,EUR,2/8/2021,287.101915
2/9/2021,Estonia,3990.285714,1350093,Europe,1.498045,EUR,2/8/2021,295.556359
2/10/2021,Estonia,4104.428571,1350093,Europe,1.5679661,EUR,2/8/2021,304.010803
2/11/2021,Estonia,,1350093,Europe,1.6652186,EUR,2/8/2021,
2/12/2021,Estonia,,1350093,Europe,1.7274365,EUR,2/8/2021,
2/13/2021,Estonia,,1350093,Europe,1.7389913,EUR,2/8/2021,
2/14/2021,Estonia,4561,1350093,Europe,1.7433614,EUR,2/8/2021,337.8285792
2/15/2021,Estonia,4705.428571,1350093,Europe,1.7627674,EUR,2/15/2021,348.5262549
2/16/2021,Estonia,4849.857143,1350093,Europe,1.8072829,EUR,2/15/2021,359.2239307
2/17/2021,Estonia,4994.285714,1350093,Europe,1.8635013,EUR,2/15/2021,369.9216064
2/18/2021,Estonia,,1350093,Europe,1.9526803,EUR,2/15/2021,
2/19/2021,Estonia,,1350093,Europe,2.036008,EUR,2/15/2021,
2/20/2021,Estonia,,1350093,Europe,2.055414,EUR,2/15/2021,
2/21/2021,Estonia,5572,1350093,Europe,2.0814862,EUR,2/15/2021,412.7123094
2/22/2021,Estonia,5945,1350093,Europe,2.15437,EUR,2/22/2021,440.3400358
2/23/2021,Estonia,6318,1350093,Europe,2.2360682,EUR,2/22/2021,467.9677622
2/24/2021,Estonia,6691,1350093,Europe,2.247771,EUR,2/22/2021,495.5954886
2/25/2021,Estonia,,1350093,Europe,2.4607193,EUR,2/22/2021,
2/26/2021,Estonia,,1350093,Europe,2.6411514,EUR,2/22/2021,
2/27/2021,Estonia,,1350093,Europe,2.6758897,EUR,2/22/2021,
2/28/2021,Estonia,8183,1350093,Europe,2.6854446,EUR,2/22/2021,606.1063942
3/1/2021,Estonia,8381.142857,1350093,Europe,2.7690685,EUR,3/1/2021,620.7826318
3/2/2021,Estonia,8579.285714,1350093,Europe,2.9496486,EUR,3/1/2021,635.4588694
3/3/2021,Estonia,8777.428571,1350093,Europe,3.134599,EUR,3/1/2021,650.1351071
3/4/2021,Estonia,,1350093,Europe,3.3336222,EUR,3/1/2021,
3/5/2021,Estonia,,1350093,Europe,3.4661317,EUR,3/1/2021,
3/6/2021,Estonia,,1350093,Europe,3.4892411,EUR,3/1/2021,
3/7/2021,Estonia,9570,1350093,Europe,3.4927223,EUR,3/1/2021,708.8400577
3/8/2021,Estonia,9617.857143,1350093,Europe,3.5236092,EUR,3/8/2021,712.384787
3/9/2021,Estonia,9665.714286,1350093,Europe,3.6165657,EUR,3/8/2021,715.9295164
3/10/2021,Estonia,9713.571429,1350093,Europe,3.8096635,EUR,3/8/2021,719.4742458
3/11/2021,Estonia,,1350093,Europe,4.0469065,EUR,3/8/2021,
3/12/2021,Estonia,,1350093,Europe,4.205858,EUR,3/8/2021,
3/13/2021,Estonia,,1350093,Europe,4.222894,EUR,3/8/2021,
3/14/2021,Estonia,9905,1350093,Europe,4.2337823,EUR,3/8/2021,733.6531632
3/15/2021,Estonia,9962.714286,1350093,Europe,4.2629657,EUR,3/15/2021,737.928001
3/16/2021,Estonia,10020.42857,1350093,Europe,4.334368,EUR,3/15/2021,742.2028386
3/17/2021,Estonia,10078.14286,1350093,Europe,4.3751802,EUR,3/15/2021,746.4776767
3/18/2021,Estonia,,1350093,Europe,4.4570265,EUR,3/15/2021,
3/19/2021,Estonia,,1350093,Europe,4.6418285,EUR,3/15/2021,
3/20/2021,Estonia,,1350093,Europe,4.6548643,EUR,3/15/2021,
3/21/2021,Estonia,10309,1350093,Europe,4.661975,EUR,3/15/2021,763.5770277
3/22/2021,Estonia,9953.714286,1350093,Europe,4.710268,EUR,3/22/2021,737.2613802
3/23/2021,Estonia,9598.428571,1350093,Europe,4.7352295,EUR,3/22/2021,710.9457327
3/24/2021,Estonia,9243.142857,1350093,Europe,4.77456,EUR,3/22/2021,684.6300853
3/25/2021,Estonia,,1350093,Europe,4.9069953,EUR,3/22/2021,
3/26/2021,Estonia,,1350093,Europe,4.984027,EUR,3/22/2021,
3/27/2021,Estonia,,1350093,Europe,5.0072107,EUR,3/22/2021,
3/28/2021,Estonia,7822,1350093,Europe,5.013951,EUR,3/22/2021,579.3674954
3/29/2021,Estonia,6765,1350093,Europe,5.0512075,EUR,3/29/2021,501.0765925
3/30/2021,Estonia,5708,1350093,Europe,5.136313,EUR,3/29/2021,422.7856896
3/31/2021,Estonia,4651,1350093,Europe,5.2704515,EUR,3/29/2021,344.4947867
4/1/2021,Estonia,,1350093,Europe,5.5936146,EUR,3/29/2021,
4/2/2021,Estonia,,1350093,Europe,5.630649,EUR,3/29/2021,
4/3/2021,Estonia,,1350093,Europe,5.7015333,EUR,3/29/2021,
4/4/2021,Estonia,423,1350093,Europe,5.721532,EUR,3/29/2021,31.33117496
4/5/2021,Estonia,1028.714286,1350093,Europe,5.8050075,EUR,4/5/2021,76.19580918
4/6/2021,Estonia,1634.428571,1350093,Europe,5.8955197,EUR,4/5/2021,121.0604433
4/7/2021,Estonia,2240.142857,1350093,Europe,5.9898095,EUR,4/5/2021,165.9250775
4/8/2021,Estonia,,1350093,Europe,6.115949,EUR,4/5/2021,
4/9/2021,Estonia,,1350093,Europe,6.216757,EUR,4/5/2021,
4/10/2021,Estonia,,1350093,Europe,6.251125,EUR,4/5/2021,
4/11/2021,Estonia,4663,1350093,Europe,6.2551246,EUR,4/5/2021,345.3836143
4/12/2021,Estonia,4474.142857,1350093,Europe,6.290826,EUR,4/12/2021,331.39516
4/13/2021,Estonia,4285.285714,1350093,Europe,6.3400817,EUR,4/12/2021,317.4067056
4/14/2021,Estonia,4096.428571,1350093,Europe,6.49459,EUR,4/12/2021,303.4182513
4/15/2021,Estonia,,1350093,Europe,6.7562013,EUR,4/12/2021,
4/16/2021,Estonia,,1350093,Europe,7.0289974,EUR,4/12/2021,
4/17/2021,Estonia,,1350093,Europe,7.0883265,EUR,4/12/2021,
4/18/2021,Estonia,3341,1350093,Europe,7.123657,EUR,4/12/2021,247.4644339
4/19/2021,Estonia,3235.714286,1350093,Europe,7.229576,EUR,4/19/2021,239.6660294
4/20/2021,Estonia,3130.428571,1350093,Europe,7.4070454,EUR,4/19/2021,231.8676247
4/21/2021,Estonia,3025.142857,1350093,Europe,7.486225,EUR,4/19/2021,224.0692202
4/22/2021,Estonia,,1350093,Europe,7.7656875,EUR,4/19/2021,
4/23/2021,Estonia,,1350093,Europe,8.021966,EUR,4/19/2021,
4/24/2021,Estonia,,1350093,Europe,8.18951,EUR,4/19/2021,
4/25/2021,Estonia,2604,1350093,Europe,8.282245,EUR,4/19/2021,192.8756019
4/26/2021,Estonia,2575.142857,1350093,Europe,8.420087,EUR,4/26/2021,190.738183
4/27/2021,Estonia,2546.285714,1350093,Europe,8.676809,EUR,4/26/2021,188.6007641
4/28/2021,Estonia,2517.428571,1350093,Europe,9.044118,EUR,4/26/2021,186.4633452
4/29/2021,Estonia,,1350093,Europe,9.574377,EUR,4/26/2021,
4/30/2021,Estonia,,1350093,Europe,10.069084,EUR,4/26/2021,
5/1/2021,Estonia,,1350093,Europe,10.225666,EUR,4/26/2021,
5/2/2021,Estonia,2402,1350093,Europe,10.3001795,EUR,4/26/2021,177.9136697
5/3/2021,Estonia,2385,1350093,Europe,10.566606,EUR,5/3/2021,176.6544971
5/4/2021,Estonia,2368,1350093,Europe,10.864955,EUR,5/3/2021,175.3953246
5/5/2021,Estonia,2351,1350093,Europe,11.33196,EUR,5/3/2021,174.1361521
5/6/2021,Estonia,,1350093,Europe,12.048355,EUR,5/3/2021,
5/7/2021,Estonia,,1350093,Europe,12.6472025,EUR,5/3/2021,
5/8/2021,Estonia,,1350093,Europe,12.843708,EUR,5/3/2021,
5/9/2021,Estonia,2283,1350093,Europe,13.002438,EUR,5/3/2021,169.099462
5/10/2021,Estonia,2224,1350093,Europe,13.178944,EUR,5/10/2021,164.7293927
5/11/2021,Estonia,2165,1350093,Europe,13.382782,EUR,5/10/2021,160.3593234
5/12/2021,Estonia,2106,1350093,Europe,13.7297945,EUR,5/10/2021,155.9892541
5/13/2021,Estonia,,1350093,Europe,14.302645,EUR,5/10/2021,
5/14/2021,Estonia,,1350093,Europe,14.558923,EUR,5/10/2021,
5/15/2021,Estonia,,1350093,Europe,14.602253,EUR,5/10/2021,
5/16/2021,Estonia,1870,1350093,Europe,14.614771,EUR,5/10/2021,138.5089768
5/17/2021,Estonia,1812.142857,1350093,Europe,14.768686,EUR,5/17/2021,134.2235577
5/18/2021,Estonia,1754.285714,1350093,Europe,14.994152,EUR,5/17/2021,129.9381386
5/19/2021,Estonia,1696.428571,1350093,Europe,15.367164,EUR,5/17/2021,125.6527196
5/20/2021,Estonia,,1350093,Europe,16.17696,EUR,5/17/2021,
5/21/2021,Estonia,,1350093,Europe,16.870985,EUR,5/17/2021,
5/22/2021,Estonia,,1350093,Europe,16.988533,EUR,5/17/2021,
5/23/2021,Estonia,1465,1350093,Europe,17.05401,EUR,5/17/2021,108.5110433
5/24/2021,Estonia,1380.857143,1350093,Europe,17.228888,EUR,5/24/2021,102.2786684
5/25/2021,Estonia,1296.714286,1350093,Europe,17.440577,EUR,5/24/2021,96.04629355
5/26/2021,Estonia,1212.571429,1350093,Europe,17.935728,EUR,5/24/2021,89.81391867
5/27/2021,Estonia,,1350093,Europe,18.799149,EUR,5/24/2021,
5/28/2021,Estonia,,1350093,Europe,19.525396,EUR,5/24/2021,
5/29/2021,Estonia,,1350093,Europe,19.711456,EUR,5/24/2021,
5/30/2021,Estonia,876,1350093,Europe,19.830633,EUR,5/24/2021,64.88441907
5/31/2021,Estonia,838.2857143,1350093,Europe,19.98003,EUR,5/31/2021,62.09096072
6/1/2021,Estonia,800.5714286,1350093,Europe,20.304602,EUR,5/31/2021,59.29750236
6/2/2021,Estonia,762.8571429,1350093,Europe,20.755829,EUR,5/31/2021,56.50404401
6/3/2021,Estonia,,1350093,Europe,21.403858,EUR,5/31/2021,
6/4/2021,Estonia,,1350093,Europe,21.96582,EUR,5/31/2021,
6/5/2021,Estonia,,1350093,Europe,22.206322,EUR,5/31/2021,
6/6/2021,Estonia,612,1350093,Europe,22.481785,EUR,5/31/2021,45.33021059
6/7/2021,Estonia,578.8571429,1350093,Europe,22.776358,EUR,6/7/2021,42.87535325
6/8/2021,Estonia,545.7142857,1350093,Europe,23.22729,EUR,6/7/2021,40.4204959
6/9/2021,Estonia,512.5714286,1350093,Europe,23.95346,EUR,6/7/2021,37.96563856
6/10/2021,Estonia,,1350093,Europe,24.782589,EUR,6/7/2021,
6/11/2021,Estonia,,1350093,Europe,25.448174,EUR,6/7/2021,
6/12/2021,Estonia,,1350093,Europe,25.80163,EUR,6/7/2021,
6/13/2021,Estonia,380,1350093,Europe,26.029911,EUR,6/7/2021,28.14620919
6/14/2021,Estonia,366,1350093,Europe,26.415735,EUR,6/14/2021,27.10924359
6/15/2021,Estonia,352,1350093,Europe,26.973328,EUR,6/14/2021,26.07227798
6/16/2021,Estonia,338,1350093,Europe,27.773642,EUR,6/14/2021,25.03531238
6/17/2021,Estonia,,1350093,Europe,28.638472,EUR,6/14/2021,
6/18/2021,Estonia,,1350093,Europe,29.481525,EUR,6/14/2021,
6/19/2021,Estonia,,1350093,Europe,29.841648,EUR,6/14/2021,
6/20/2021,Estonia,282,1350093,Europe,30.038671,EUR,6/14/2021,20.88744998
6/21/2021,Estonia,265.2857143,1350093,Europe,30.52101,EUR,6/21/2021,19.64944002
6/22/2021,Estonia,248.5714286,1350093,Europe,30.846838,EUR,6/21/2021,18.41143007
6/23/2021,Estonia,231.8571429,1350093,Europe,30.8558,EUR,6/21/2021,17.17342012
6/24/2021,Estonia,,1350093,Europe,30.867504,EUR,6/21/2021,
6/25/2021,Estonia,,1350093,Europe,31.31599,EUR,6/21/2021,
6/26/2021,Estonia,,1350093,Europe,31.586935,EUR,6/21/2021,
6/27/2021,Estonia,165,1350093,Europe,31.850325,EUR,6/21/2021,12.2213803
6/28/2021,Estonia,173.8571429,1350093,Europe,32.30207,EUR,6/28/2021,12.87741977
6/29/2021,Estonia,182.7142857,1350093,Europe,32.79041,EUR,6/28/2021,13.53345923
6/30/2021,Estonia,191.5714286,1350093,Europe,33.310818,EUR,6/28/2021,14.18949869
7/1/2021,Estonia,,1350093,Europe,33.717827,EUR,6/28/2021,
7/2/2021,Estonia,,1350093,Europe,34.144314,EUR,6/28/2021,
7/3/2021,Estonia,,1350093,Europe,34.45622,EUR,6/28/2021,
7/4/2021,Estonia,227,1350093,Europe,34.813084,EUR,6/28/2021,16.81365654
7/5/2021,Estonia,237.5714286,1350093,Europe,35.015068,EUR,7/5/2021,17.59667138
7/6/2021,Estonia,248.1428571,1350093,Europe,35.48511,EUR,7/5/2021,18.37968622
7/7/2021,Estonia,258.7142857,1350093,Europe,35.83805,EUR,7/5/2021,19.16270107
7/8/2021,Estonia,,1350093,Europe,36.289204,EUR,7/5/2021,
7/9/2021,Estonia,,1350093,Europe,36.63059,EUR,7/5/2021,
7/10/2021,Estonia,,1350093,Europe,36.793095,EUR,7/5/2021,
7/11/2021,Estonia,301,1350093,Europe,37.04367,EUR,7/5/2021,22.29476044
7/12/2021,Estonia,311.5714286,1350093,Europe,37.27921,EUR,7/12/2021,23.07777528
7/13/2021,Estonia,322.1428571,1350093,Europe,37.64674,EUR,7/12/2021,23.86079012
7/14/2021,Estonia,332.7142857,1350093,Europe,38.05138,EUR,7/12/2021,24.64380496
7/15/2021,Estonia,,1350093,Europe,38.47572,EUR,7/12/2021,
7/16/2021,Estonia,,1350093,Europe,38.76059,EUR,7/12/2021,
7/17/2021,Estonia,,1350093,Europe,38.846138,EUR,7/12/2021,
7/18/2021,Estonia,375,1350093,Europe,39.013535,EUR,7/12/2021,27.77586433
7/19/2021,Estonia,413.5714286,1350093,Europe,39.298477,EUR,7/19/2021,30.63281038
7/20/2021,Estonia,452.1428571,1350093,Europe,39.73245,EUR,7/19/2021,33.48975642
7/21/2021,Estonia,490.7142857,1350093,Europe,40.076054,EUR,7/19/2021,36.34670246
7/22/2021,Estonia,,1350093,Europe,40.473877,EUR,7/19/2021,
7/23/2021,Estonia,,1350093,Europe,40.80089,EUR,7/19/2021,
7/24/2021,Estonia,,1350093,Europe,40.934883,EUR,7/19/2021,
7/25/2021,Estonia,645,1350093,Europe,41.069984,EUR,7/19/2021,47.77448665
